Year ,Month ,RATED KW,VOLTS ,RATED AMP,TESTING AMP,TEMPERATURE,HUMIDITY ,Fault 
2020,April,0.4,349,3,1.6,12.73,6.52,Over Load
2020,April,0.12,315,0.9,0.5,1.15,0.59,Over Load
2020,April,1.1,277,2.13,2,6.42,3.29,Insulation Weak
2020,April,1.1,292,2.2,1.5,6.84,3.51,Over Load
2020,April,1.5,271,3,1.15,12.73,6.52,Over Load
2020,April,1.1,291,2.13,1.9,6.42,3.29,Insulation Weak
2020,May,0.08,380,0.34,0.3,0.16,0.08,Insulation Weak
2020,May,0.12,238,0.45,0.4,0.29,0.15,Insulation Weak
2020,May,0.75,208,2.2,1.5,6.84,3.51,Insulation Weak
2020,May,0.08,207,0.34,0.3,0.16,0.08,Insulation Weak
2020,May,1.1,341,2.8,2,11.09,5.68,Over Load
2020,May,1.1,373,2.13,1.9,6.42,3.29,Over Load
2020,May,0.08,339,0.34,0.3,0.16,0.08,Insulation Weak
2020,May,0.08,360,0.34,0.3,0.16,0.08,Insulation Weak
2020,May,2,289,4.2,2.5,24.95,12.78,Water Penetration
2020,May,1.1,338,2.13,2,6.42,3.29,Over Load
2020,May,0.5,267,1.4,1.2,2.77,1.42,Over Load
2020,May,0.08,295,0.34,0.3,0.16,0.08,Insulation Weak
2020,May,1.1,285,2.8,1.9,11.09,5.68,Bearing Jam
2020,May,1.1,261,2.8,1.5,11.09,5.68,Phase Miss
2020,May,0.4,376,2.8,1,11.09,5.68,Over Load
2020,May,1.5,358,12,7,203.65,104.36,Over Load
2020,May,4,237,8.4,6,99.79,51.14,Phase Miss
2020,June ,0.12,301,0.45,0.4,0.29,0.15,Insulation Weak
2020,June ,0.75,388,2.4,0.7,8.15,4.17,Over Load
2020,June ,0.05,259,0.1,0.1,0.01,0.01,Insulation Weak
2020,June ,0.12,275,0.9,0.5,1.15,0.59,Over Load
2020,June ,0.08,320,0.34,0.3,0.16,0.08,Insulation Weak
2020,June ,0.08,343,0.34,0.3,0.16,0.08,Insulation Weak
2020,June ,0.08,235,0.34,0.3,0.16,0.08,Insulation Weak
2020,June ,1.1,313,2.8,1.8,11.09,5.68,Over Load
2020,June ,16,308,30,9,1272.79,652.25,Over Load
2020,June ,1.1,243,2.8,1.8,11.09,5.68,Water Penetration
2020,June ,0.5,304,1.2,,2.04,1.04,Phase Miss
2020,June ,5.5,243,8.6,2.5,104.60,53.60,Water Penetration
2020,June ,0.12,383,0.8,,0.91,0.46,Insulation Weak
2020,June ,0.08,315,0.34,0.3,0.16,0.08,Insulation Weak
2020,June ,0.5,256,1.5,1,3.18,1.63,Over Load
2020,June ,0.75,269,1.5,1.2,3.18,1.63,Over Load
2020,July ,1.1,335,2.13,1.9,6.42,3.29,Over Load
2020,July ,1.1,285,2.13,2,6.42,3.29,Over Load
2020,July ,0.12,378,0.45,0.4,0.29,0.15,Insulation Weak
2020,July ,0.06,222,0.12,0.1,0.02,0.01,Insulation Weak
2020,July ,1.1,213,2.13,1.9,6.42,3.29,Over Load
2020,July ,1.1,341,2.13,1.8,6.42,3.29,Over Load
2020,July ,0.06,226,0.12,0.1,0.02,0.01,Insulation Weak
2020,July ,0.9,361,0.61,0.2,0.53,0.27,Over Load
2020,July ,N/A,279,N/A,0.3,#VALUE!,#VALUE!,Insulation Weak
2020,July ,1.1,361,2.13,1.7,6.42,3.29,Over Load
2020,July ,0.33,299,1.3,1,2.39,1.22,Over Load
2020,July ,0.55,201,1.6,1.2,3.62,1.86,Over Load
2020,July ,1.1,301,2.6,1.3,9.56,4.90,Over Load
2020,July ,1.1,353,2.13,1.9,6.42,3.29,Over Load
2020,July ,1.1,378,2.6,1.2,9.56,4.90,Over Load
2020,July ,0.08,349,0.34,0.3,0.16,0.08,Insulation Weak
2020,July ,0.5,374,2.8,1.2,11.09,5.68,Over Load
2020,July ,0.15,211,1.5,0.5,3.18,1.63,Insulation Weak
2020,July ,5.5,339,8.6,2.5,104.60,53.60,Water Penetration
2020,July ,0.15,223,1.5,0.5,3.18,1.63,Insulation Weak
2020,July ,1.1,292,2.8,2,11.09,5.68,Water Penetration
2020,July ,0.12,305,0.45,0.4,0.29,0.15,Insulation Weak
2020,July ,0.5,226,2.8,1.2,11.09,5.68,Over Load
2020,July ,0.06,240,0.12,0.1,0.02,0.01,Insulation Weak
2020,July ,0.12,288,0.9,0.5,1.15,0.59,Over Load
2020,July ,0.06,342,0.12,0.1,0.02,0.01,Insulation Weak
2020,July ,0.4,372,3,1.6,12.73,6.52,Over Load
2020,August ,0.4,345,1.3,0.8,2.39,1.22,Phase Miss
2020,August ,0.75,282,2.4,1.5,8.15,4.17,Phase Miss
2020,August ,0.9,352,0.52,0.4,0.38,0.20,Phase Miss
2020,August ,0.08,261,0.34,0.3,0.16,0.08,Insulation Weak
2020,August ,0.1,395,,,0.00,0.00,Insulation Weak
2020,August ,0.1,298,,,0.00,0.00,Insulation Weak
2020,August ,0.08,206,0.34,0.3,0.16,0.08,Insulation Weak
2020,August ,1.1,283,2.8,2,11.09,5.68,Water Penetration
2020,August ,0.07,369,,,0.00,0.00,Insulation Weak
2020,August ,0.75,270,1.76,1.5,4.38,2.24,Over Load
2020,August ,0.4,261,2,1.3,5.66,2.90,Over Load
2020,August ,0.06,317,0.12,0.1,0.02,0.01,Insulation Weak
2020,August ,0.55,346,1.5,0.5,3.18,1.63,Over Load
2020,August ,0.4,330,2.1,0.8,6.24,3.20,Over Load
2020,August ,0.06,220,0.12,0.1,0.02,0.01,Insulation Weak
2020,August ,0.12,384,0.45,0.4,0.29,0.15,Insulation Weak
2020,September ,1.1,244,2.13,1.8,6.42,3.29,Over Load
2020,September ,0.75,274,5.5,2,42.78,21.92,Water Penetration
2020,September ,1.1,355,2.8,1.7,11.09,5.68,Over Load
2020,September ,0.55,381,1.5,1,3.18,1.63,Over Load
2020,September ,1.1,348,2.13,1.9,6.42,3.29,Over Load
2020,September ,0.37,323,1.2,1,2.04,1.04,Over Load
2020,September ,0.52,363,0.67,0.4,0.63,0.33,Insulation Weak
2020,September ,0.75,378,6,2.5,50.91,26.09,Water Penetration
2020,September ,0.12,282,0.9,0.4,1.15,0.59,Over Load
2020,September ,0.5,295,0.62,0.4,0.54,0.28,Insulation Weak
2020,September ,0.4,255,2.8,1.3,11.09,5.68,Over Load
2020,September ,11,294,21.2,,635.60,325.72,Over Load
2020,September ,0.12,259,0.5,0.4,0.35,0.18,Insulation Weak
2020,September ,,393,2,1.8,5.66,2.90,Insulation Weak
2020,September ,0.4,281,2.1,1.3,6.24,3.20,Over Load
2020,September ,0.75,321,2.1,,6.24,3.20,Phase Miss
2020,September ,0.55,375,4,,22.63,11.60,Over Load
2020,September ,0.37,393,1,,1.41,0.72,Over Load
2020,September ,0.9,400,0.52,0.3,0.38,0.20,Phase Miss
2020,September ,0.12,259,0.45,0.4,0.29,0.15,Insulation Weak
2020,October ,1.1,204,2.13,1.9,6.42,3.29,Bearing  Jamed
2020,October ,0.4,285,2,1.3,5.66,2.90,Over Load
2020,October ,0.08,391,0.34,0.3,0.16,0.08,Insulation Weak
2020,October ,0.5,261,2.1,1.2,6.24,3.20,Over Load
2020,October ,0.69,204,,,0.00,0.00,Insulation Weak
2020,October ,0.4,332,1.3,0.8,2.39,1.22,Insulation Weak
2020,October ,0.75,319,5,2,35.36,18.12,Water Penetration
2020,October ,0.25,326,0.8,,0.91,0.46,Insulation Weak
2020,October ,0.12,203,0.9,0.5,1.15,0.59,Insulation Weak
2020,October ,0.08,256,0.34,0.3,0.16,0.08,Insulation Weak
2020,October ,0.08,348,0.34,0.3,0.16,0.08,Insulation Weak
2020,October ,1.1,243,2.6,1.3,9.56,4.90,Phase Miss
2020,October ,1.1,312,2.6,1.3,9.56,4.90,Phase Miss
2020,October ,1.1,400,2.6,1.3,9.56,4.90,Phase Miss
2020,October ,1.1,299,2.6,1.3,9.56,4.90,Phase Miss
2020,October ,1.1,322,2.6,1.3,9.56,4.90,Phase Miss
2020,October ,,355,,,0.00,0.00,Insulation Weak
2020,October ,1.1,318,2.6,1.3,9.56,4.90,Phase Miss
2020,October ,0.37,267,1.11,0.9,1.74,0.89,Over Load
2020,November ,3.7,210,7.6,,81.68,41.86,Bearing Damage
2020,November ,1.5,381,3.4,2.2,16.35,8.38,Phase Miss
2020,November ,1.5,343,3.2,,14.48,7.42,Water Penetration
2020,November ,0.12,377,0.5,0.4,0.35,0.18,Insulation Weak
2020,November ,0.75,260,7,5,69.30,35.51,Water Penetration
2020,November ,0.12,297,0.45,0.4,0.29,0.15,Insulation Weak
2020,November ,1.5,276,3.8,2.5,20.42,10.46,Insulation Weak
2020,November ,1.1,322,2.75,1.3,10.69,5.48,Phase Miss
2020,November ,0.55,227,1.47,1.1,3.06,1.57,Over Load
2020,November ,0.37,320,1.11,0.9,1.74,0.89,Over Load
2020,November ,0.08,363,0.34,0.3,0.16,0.08,Insulation Weak
2020,November ,0.08,378,0.34,0.3,0.16,0.08,Insulation Weak
2020,November ,11,374,21,,623.67,319.60,Bearing Damage
2020,November ,1.5,245,3.8,2.5,20.42,10.46,Bearing Damage
2020,November ,0.55,281,1.6,1.2,3.62,1.86,Over Load
2020,November ,0.4,357,2.8,1.3,11.09,5.68,Over Load
2020,November ,4,366,7,,69.30,35.51,Bearing Damage
2020,November ,0.75,283,7,6,69.30,35.51,Over Load
2020,December ,0.75,345,7,6,69.30,35.51,Over Load
2020,December ,0.4,379,2,1.2,5.66,2.90,Over Load
2020,December ,1.1,378,2.13,2,6.42,3.29,Bearing Jamed
2020,December ,1.5,288,3.3,2.5,15.40,7.89,Phase Miss
2020,December ,4,293,7.5,4,79.55,40.77,Bearing Damage
2020,December ,30,344,58.2,22,4790.28,2454.81,Bearing Damage
2020,December ,9.2,221,17.7,6.5,443.06,227.05,Bearing Damage
2020,December ,0.12,252,0.45,0.4,0.29,0.15,Insulation Weak
2020,December ,0.4,219,2,1.2,5.66,2.90,Over Load
2020,December ,0.4,202,3,1.3,12.73,6.52,Over Load
2020,December ,1.5,267,3.54,,17.72,9.08,Over Load
2020,December ,,379,,0.3,0.00,0.00,Insulation Weak
2020,December ,18.5,283,33,10,1540.08,789.22,Insulation Weak
2020,December ,0.12,262,0.45,0.4,0.29,0.15,Insulation Weak
2020,December ,0.75,296,2.1,1.7,6.24,3.20,Over Load
2020,December ,1,324,1,0.5,1.41,0.72,Over Load
2020,December ,3,216,6.2,,54.36,27.86,Bearing Jamed
2020,December ,1.1,254,2.13,2,6.42,3.29,Over Load
2020,December ,0.12,375,0.45,0.4,0.29,0.15,Insulation Weak
2020,December ,0.75,314,2.4,0.7,8.15,4.17,Over Load
2021,January,2.63,297,4.6,2,29.92,15.34,Water Penetration
2021,January,0.55,207,1.55,,3.40,1.74,Over Load
2021,January,1.1,373,2.75,1.3,10.69,5.48,Bearing Jamed
2021,January,0.75,201,2.4,0.7,8.15,4.17,Over Load
2021,January,0.75,237,2.4,1,8.15,4.17,Bearing Jamed
2021,January,0.55,382,1.6,1.2,3.62,1.86,Over Load
2021,January,0.6,289,0.39,0.34,0.22,0.11,Over Load
2021,January,3,397,6.2,,54.36,27.86,Bearing Damage
2021,January,0.08,374,0.34,0.3,0.16,0.08,Insulation Weak
2021,January,0.75,378,2.4,0.7,8.15,4.17,Over Load
2021,January,0.55,393,1.5,,3.18,1.63,Over Load
2021,January,0.95,251,2,2,5.66,2.90,Over Load
2021,January,4,306,8,,90.51,46.38,Bearing Damage
2021,January,1.1,246,2.7,1.9,10.31,5.28,Phase Miss
2021,January,0.4,353,2,1.2,5.66,2.90,Over Load
2021,January,0.4,217,2,1.2,5.66,2.90,Over Load
2021,January,0.95,263,2,2,5.66,2.90,Over Load
2021,January,4,316,8.3,6,97.43,49.93,Water Penetration
2021,January,0.5,260,1,,1.41,0.72,Bearing Jamed
2021,February ,0.5,260,2.1,1.2,6.24,3.20,Over Load
2021,February ,3,282,6.8,5,65.39,33.51,Bearing Jamed
2021,February ,0.75,338,1.9,1.5,5.11,2.62,Over Load
2021,February ,1.1,347,2,,5.66,2.90,Over Load
2021,February ,0.5,342,0.8,0.4,0.91,0.46,Bush Jamed
2021,February ,4,377,9.1,,117.11,60.01,Over Load
2021,February ,0.5,256,1,0.5,1.41,0.72,Over Load
2021,February ,1,329,1.6,0.7,3.62,1.86,Bush Jamed
2021,February ,1,312,3,2,12.73,6.52,
2021,February ,4,345,8.8,3.5,109.52,56.12,bearing Damage
2021,February ,0.45,301,0.64,,0.58,0.30,Bearing Jamed
2021,February ,0.55,251,1.6,1.2,3.62,1.86,Over Load
2021,February ,0.25,254,0.5,,0.35,0.18,Insulation Weak
2021,February ,1.1,256,2.4,1.5,8.15,4.17,Over Load
2021,February ,1.1,290,2.13,1.8,6.42,3.29,Over Load
2021,February ,1.1,228,2.13,1.8,6.42,3.29,bearing Damage
2021,February ,0.4,358,3,1.6,12.73,6.52,Over Load
2021,February ,1.5,294,3.2,2.6,14.48,7.42,bearing Damage
2021,February ,0.1,243,4,,22.63,11.60,Insulation Weak
2021,February ,0.4,235,2.9,1.7,11.89,6.09,Over Load
2021,February ,0.37,376,1.11,0.9,1.74,0.89,Over Load
2021,March ,1.5,393,3.2,1,14.48,7.42,Over Load
2021,March ,2.2,214,4.5,3,28.64,14.68,Bearing Jamed
2021,March ,1.1,299,2.4,1.5,8.15,4.17,Phase Miss
2021,March ,3,367,6.8,,65.39,33.51,Insulation Weak
2021,March ,0.65,397,1.2,0.2,2.04,1.04,Insulation Weak
2021,March ,0.12,211,0.5,0.4,0.35,0.18,Insulation Weak
2021,March ,1.5,313,3,1.6,12.73,6.52,Phase Miss
2021,March ,0.65,370,1.2,0.2,2.04,1.04,Insulation Weak
2021,March ,0.33,283,1.7,1.2,4.09,2.09,Over Load
2021,March ,0.45,339,1,0.2,1.41,0.72,Insulation Weak
2021,March ,0.5,268,1.2,0.65,2.04,1.04,Insulation Weak
2021,March ,0.75,253,2,0.9,5.66,2.90,Phase Miss
2021,March ,0.5,332,1,,1.41,0.72,Bearing Jamed
2021,March ,0.08,276,0.34,0.3,0.16,0.08,Insulation Weak
2021,March ,1.1,231,2.7,1.9,10.31,5.28,Phase Miss
2021,March ,0.4,295,2.9,1.2,11.89,6.09,Over Load
2021,March ,0.55,277,1.5,1,3.18,1.63,Water Penetration
2021,April,0.4,228,2.8,1.2,11.09,5.68,Over Load
2021,April,0.25,299,1,,1.41,0.72,Bearing Jamed
2021,April,0.12,332,0.5,,0.35,0.18,Bearing Jamed
2021,April,0.12,236,0.5,,0.35,0.18,Insulation Weak
2021,April,18.5,321,33,,1540.08,789.22,Insulation Weak
2021,April,1.1,352,2.6,1.3,9.56,4.90,Phase Miss
2021,April,0.4,379,2.8,1.2,11.09,5.68,Bearing Jamed
2021,April,0.45,315,1,0.2,1.41,0.72,Insulation Weak
2021,April,0.12,372,0.5,0.4,0.35,0.18,Insulation Weak
2021,April,0.5,333,0.75,0.6,0.80,0.41,Over Load
2021,April,0.25,301,1,,1.41,0.72,Water Penetration
2021,April,0.5,209,0.75,0.6,0.80,0.41,Over Load
2021,April,0.5,318,1.5,1,3.18,1.63,Insulation Weak
2021,April,0.19,375,0.75,0.25,0.80,0.41,Over Load
2021,April,0.12,292,0.9,0.5,1.15,0.59,Over Load
2021,May,0.4,236,2,1.2,5.66,2.90,Over Load (Clutch Fault)
2021,May,0.4,355,2.9,1.4,11.89,6.09,Over Load (Clutch Fault)
2021,May,3,281,6.2,3.5,54.36,27.86,Insulation Weak
2021,May,0.75,289,4.9,2.5,33.96,17.40,Bearing Damage
2021,May,0.4,275,3,1.4,12.73,6.52,Bearing Damage 
2021,May,0.4,349,2,1.2,5.66,2.90,Bearing Jamad
2021,May,0.12,243,0.5,0.4,0.35,0.18,Insulation Weak
2021,May,0.12,313,0.5,0.4,0.35,0.18,Insulation Weak
2021,May,0.4,310,3,1.4,12.73,6.52,Bearing Jamad
2021,May,0.55,378,4,,22.63,11.60,Over Load
2021,May,0.55,214,1.68,,3.99,2.05,Over Load
2021,May,0.08,339,0.34,0.3,0.16,0.08,Insulation Weak
2021,May,2.2,249,4.9,,33.96,17.40,Phase Miss
2021,June ,0.5,305,2.1,,6.24,3.20,Over Load
2021,June ,1.1,309,2.8,1.8,11.09,5.68,bearing Damage
2021,June ,0.08,276,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,0.08,292,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,0.08,343,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,0.08,325,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,0.08,229,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,0.08,217,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,1.2,389,8,,90.51,46.38,Insulation Weak
2021,June ,3,204,6.2,3.5,54.36,27.86,Over Load
2021,June ,0.12,239,0.5,0.4,0.35,0.18,Insulation Weak
2021,June ,0.15,313,0.9,0.8,1.15,0.59,Bearing Jamed
2021,June ,1.1,251,2.13,1.8,6.42,3.29,Insulation Weak
2021,June ,0.12,331,0.5,0.4,0.35,0.18,Insulation Weak
2021,June ,0.08,206,0.34,0.3,0.16,0.08,Insulation Weak
2021,June ,2.8,295,6,2.8,50.91,26.09,Over Load
2021,June ,1.5,242,10,,141.42,72.47,Over Load
2021,June ,1.1,312,2.6,1.3,9.56,4.90,Phase Miss
2021,July ,0.4,246,3,1.4,12.73,6.52,Bearing Jamed
2021,July,0.4,327,3,1.6,12.73,6.52,Over Load
2021,July,0.12,349,0.9,0.5,1.15,0.59,Over Load
2021,July,4.4,341,9.2,6,119.70,61.34,Phase Miss
2021,July,0.55,400,4,,22.63,11.60,Over Load
2021,July,1.5,222,10,,141.42,72.47,Bearing Damage
2021,July,0.12,290,0.5,0.4,0.35,0.18,Insulation Weak
2021,July,0.4,389,3,1.5,12.73,6.52,Bearing Jamed
2021,July,0.4,203,3,1.3,12.73,6.52,Over Load
2021,July,0.4,217,3,1.3,12.73,6.52,Over Load
2021,July,0.37,271,1.2,0.3,2.04,1.04,Over Load
2021,July,0.65,237,1.2,,2.04,1.04,Insulation Weak
2021,July,0.45,238,0.5,0.2,0.35,0.18,Insulation Weak
2021,July,1.5,308,3.3,2.5,15.40,7.89,Bearing Damage
2021,July,1.1,268,2.75,1.3,10.69,5.48,Phase Miss
2021,July,0.45,387,1,0.2,1.41,0.72,Insulation Weak
2021,August,0.55,235,0.8,0.4,0.91,0.46,Insulation Weak
2021,August,1.1,342,2.8,,11.09,5.68,Water Penetration
2021,August,0.4,217,2,1.2,5.66,2.90,Over Load (Hade Jamed)
2021,August,0.4,359,3,1.4,12.73,6.52,Over Load  (Clutch)
2021,August,0.12,365,1,0.5,1.41,0.72,Bearing Jamed
2021,August,1.5,211,3.4,,16.35,8.38,Over Load  (Gear Jamed)
2021,August,3,318,6.8,5,65.39,33.51,Bearing Jamed
2021,August,0.4,346,3,1.3,12.73,6.52,Over Load  (Clutch)
2021,August,0.37,229,1.11,0.9,1.74,0.89,Over Load
2021,August,1.1,364,2.8,2,11.09,5.68,Phase Miss
2021,August,0.4,234,2,1.2,5.66,2.90,Bearing Jamed
2021,August,0.4,360,3,1.5,12.73,6.52,Over Load  
2021,August,0.37,215,1.2,1,2.04,1.04,Bearing Damage
2021,August,0.08,361,0.5,,0.35,0.18,Insulation Weak
2021,August,0.12,278,0.5,0.4,0.35,0.18,Insulation Weak
2021,August,0.75,352,2.1,,6.24,3.20,Over Load  
2021,August,0.2,355,,,0.00,0.00,Insulation Weak
2021,August,0.08,292,0.34,0.3,0.16,0.08,Insulation Weak
2021,August,0.08,280,0.34,0.3,0.16,0.08,Insulation Weak
2021,August,0.5,394,2.1,1.2,6.24,3.20,Over Load (Magnet Damage)
2021,Septeember ,0.45,274,1,0.2,1.41,0.72,Insulation Weak
2021,Septeember ,0.55,226,4,,22.63,11.60,Over Load
2021,Septeember ,0.55,279,1.7,,4.09,2.09,Bearing Jamed
2021,Septeember ,1.1,351,2.8,2,11.09,5.68,Bearing Jamed
2021,Septeember ,25,220,,,0.00,0.00,Water Penetration
2021,Septeember ,0.18,227,0.64,0.45,0.58,0.30,Over Load
2021,Septeember ,0.12,365,0.9,0.5,1.15,0.59,Over Load
2021,Septeember ,0.65,229,1.2,,2.04,1.04,Insulation Weak
2021,Septeember ,0.65,371,1.2,,2.04,1.04,Insulation Weak
2021,Septeember ,0.4,294,3,1.5,12.73,6.52,Bearing Jamad
2021,Septeember ,1.1,377,2.8,,11.09,5.68,Over Load
2021,Septeember ,0.45,391,1,0.2,1.41,0.72,Insulation Weak
2021,Septeember ,0.75,268,5,4,35.36,18.12,Over Load
2021,Septeember ,0.75,279,6,3.8,50.91,26.09,Over Load
2021,Septeember ,0.08,220,0.34,0.3,0.16,0.08,Insulation Weak
2021,Septeember ,4,332,8.2,3,95.09,48.73,Water Penetration
2021,Septeember ,0.5,254,1.3,0.5,2.39,1.22,Bearing Jamad
2021,Septeember ,1.1,370,2.13,1.8,6.42,3.29,Over Load
2021,Septeember ,1.1,345,2.9,2,11.89,6.09,Bearing Damage
2021,October ,1.1,250,2.13,1.9,6.42,3.29,Over Load
2021,October ,1.5,341,3.8,2.6,20.42,10.46,Bearing Damage
2021,October ,1.1,318,3.2,1.5,14.48,7.42,Insulation Weak
2021,October ,0.45,335,0.55,0.4,0.43,0.22,Bearing Jamed
2021,October ,22,288,40.6,16,2331.13,1194.60,Over Load   (Gear Problem)
2021,October ,0.33,326,1.6,0.6,3.62,1.86,Over Load 
2021,October ,5.2,398,11.3,4.2,180.58,92.54,Bearing Jamed
2021,October ,0.4,345,3,1.3,12.73,6.52,Bearing Jamed
2021,October ,2.2,208,4.6,2.5,29.92,15.34,Water Penetration
2021,October ,0.08,260,0.36,0.5,0.18,0.09,Insulation Weak
2021,October ,2.2,325,4.9,2.6,33.96,17.40,Insulation Weak
2021,October ,0.12,209,0.5,0.4,0.35,0.18,Insulation Weak
2021,October ,5.5,257,11.4,5.5,183.79,94.18,Phase Miss
2021,October ,0.4,310,2,1.2,5.66,2.90,Over Load 
2021,October ,0.4,309,2.8,2,11.09,5.68,Over Load 
2021,October ,2.2,210,5,1.7,35.36,18.12,Over Load 
2021,November ,1.1,382,2.8,1.9,11.09,5.68,Bearing Damag
2021,November ,0.25,239,1.56,1.2,3.44,1.76,Water Penetration
2021,November ,1.1,253,2.7,1.7,10.31,5.28,Over Load
2021,November ,0.28,218,0.5,,0.35,0.18,Bush Jamed
2021,November ,0.33,277,0.6,,0.51,0.26,Insulation Weak
2021,November ,0.08,291,0.34,0.3,0.16,0.08,Insulation Weak
2021,November ,2.2,233,4.2,,24.95,12.78,Water Penetration
2021,November ,0.12,242,0.5,0.4,0.35,0.18,Insulation Weak
2021,November ,1.1,244,2.13,1.9,6.42,3.29,Bearing Jamed
2021,December ,0.75,364,2.2,,6.84,3.51,Phase Miss
2021,December ,0.035,301,1,,1.41,0.72,Over Load
2021,December ,22,394,40.6,18,2331.13,1194.60,Over Load 
2021,December ,1.8,285,3.6,1.6,18.33,9.39,Water Penetration
2021,December ,0.4,247,2.9,1.3,11.89,6.09,Over Load 
2021,December ,1.1,215,2.7,1.8,10.31,5.28,Over Load 
2021,December ,0.75,206,1.5,0.5,3.18,1.63,Over Load 
2021,December ,0.35,395,1,,1.41,0.72,Over Load 
2021,December ,1.1,311,2.13,1.8,6.42,3.29,Over Load
2021,December ,0.4,227,3,1.5,12.73,6.52,Bearing Jamed
2021,December ,0.4,270,2.8,1.4,11.09,5.68,Bearing Jamed
2022,January,6.3,266,12.8,6.4,231.70,118.74,Bearing Damage
2022,January,2.2,233,4.2,3,24.95,12.78,Water Penetration
2022,January,0.5,289,1.2,0.3,2.04,1.04,Water Penetration
2022,January,0.12,255,0.5,0.4,0.35,0.18,Insulation Weak
2022,January,1.5,355,3.2,1.7,14.48,7.42,Water Penetration
2022,January,0.055,259,0.32,0.3,0.14,0.07,Over Load
2022,January,0.5,346,1.2,0.9,2.04,1.04,Bearing Jamed
2022,January,0.55,373,1.53,1.2,3.31,1.70,Bearing Jamed
2022,January,5.5,370,10.8,5.5,164.95,84.53,Phase Miss
2022,January,0.55,393,1.5,1.2,3.18,1.63,Over Load
2022,January,2.2,378,4.6,2.5,29.92,15.34,Over Load
2022,February ,0.23,398,2.8,1.5,11.09,5.68,Over Load
2022,February ,0.55,239,1.7,0.9,4.09,2.09,
2022,February ,1.5,257,10,2,141.42,72.47,Bearing Damage
2022,February ,22,361,43,18,2614.88,1340.01,Over Load
2022,February ,0.75,348,4,1.2,22.63,11.60,Over Load
2022,February ,2.2,203,5,4,35.36,18.12,Bearing Damage
2022,February ,2.2,204,4.48,2.6,28.38,14.55,Water Penetration
2022,February ,0.12,282,0.5,,0.35,0.18,Insulation Weak
2022,February ,0.33,298,1.6,0.5,3.62,1.86,Over Load 
2022,February ,0.4,287,3,1.3,12.73,6.52,Over Load 
2022,February ,1.1,222,2.13,1.9,6.42,3.29,Insulation Weak
2022,March,0.37,318,1.1,1,1.71,0.88,Over Load
2022,March,0.33,214,1.6,0.5,3.62,1.86,Over Load 
2022,March,,205,,0.12,0.00,0.00,Water Penetration
2022,March,,388,,,0.00,0.00,Insulation Weak
2022,March,0.4,308,2.9,1.4,11.89,6.09,Over Load 
2022,March,0.4,345,3,1.5,12.73,6.52,Over Load 
2022,March,0.61,223,0.5,0.25,0.35,0.18,Insulation Weak
2022,March,1.5,237,3.8,2.6,20.42,10.46,Bearing Jamed
2022,March,22,232,40.6,17,2331.13,1194.60,Over Load 
2022,March,2.2,281,5.2,2.5,38.24,19.60,Water Penetration
2022,March,0.4,391,2.8,0.8,11.09,5.68,Bearing Jamed
2022,March,0.4,375,2.8,0.8,11.09,5.68,Bearing Jamed
2022,March,0.45,365,0.5,0.2,0.35,0.18,Insulation Weak
2022,March,0.45,260,0.5,0.2,0.35,0.18,Insulation Weak
2022,March,1.1,204,2.8,2,11.09,5.68,Bearing Damage
2022,April,0.55,256,0.5,0.2,0.35,0.18,Insulation Weak
2022,April,1.8,387,3,2,12.73,6.52,Bearing Jamed
2022,April,0.032,374,0.5,,0.35,0.18,Insulation Weak
2022,April,0.12,341,0.5,0.4,0.35,0.18,Insulation Weak
2022,April,0.37,262,1.2,1,2.04,1.04,Over Load
2022,April,2.2,383,4.3,,26.15,13.40,Phase Miss
2022,April,0.75,303,4,2,22.63,11.60,Over Load
2022,April,3,213,6.2,3.5,54.36,27.86,Over Load
2022,April,0.32,211,0.5,,0.35,0.18,Insulation Weak
2022,April,0.33,304,1.6,0.5,3.62,1.86,Over Load 
2022,April,1.1,206,2.8,2,11.09,5.68,Bearing Jamed
2022,April,2.2,257,4.9,3.5,33.96,17.40,Over Load 
2022,April,0.12,307,0.5,0.4,0.35,0.18,Insulation Weak
2022,May,0.12,339,0.5,0.6,0.35,0.18,Insulation Weak
2022,May,1.1,239,2.6,2,9.56,4.90,Bearing Jamed
2022,May,0.125,228,0.5,0.4,0.35,0.18,Insulation Weak
2022,May,0.12,333,0.5,0.4,0.35,0.18,Insulation Weak
2022,May,1.5,294,3.65,2,18.84,9.66,Bearing Jamed
2022,May,0.18,277,0.7,0.5,0.69,0.36,Over Load
2022,May,0.25,270,1.73,0.6,4.23,2.17,Over Load
2022,May,0.45,336,0.5,0.2,0.35,0.18,Insulation Weak
2022,May,1200,225,6.2,,54.36,27.86,Phase Miss
2022,June ,1.5,394,3.4,1.7,16.35,8.38,Water Penetration
2022,June ,1.1,364,2.4,1.2,8.15,4.17,Water Penetration
2022,June ,0.75,286,2.05,1.5,5.94,3.05,Over Load
2022,June ,0.75,330,5.4,1.7,41.24,21.13,Water Penetration
2022,June ,0.37,328,1.05,0.7,1.56,0.80,Over Load
